Company,Stage,Dealflow,region,follow on rate,number of deals (12months),market value,creation year,company age,access,across,active,activity,address,advalorem,advancement,advisor,alignment,allen,allied,amara,american,angel,ankur,appear,application,approach,area,arkstons,asian,atman,aula,austin,australian,ayuh,bakhai,balanced,bana,banana,banyan,barney,based,beard,benjamin,better,beyond,bitcoin,boring,brinc,broad,bryant,builder,buildtech,business,cabra,caisson,calculated,calm,capital,capitalist,caravan,cavallon,center,chaos,characterized,circle,cleantech,climate,club,cobble,collective,columbia,commitment,community,company,companyon,concentrate,concentrated,concentrating,consistent,construction,consumer,cool,cornell,cove,cryptocurrency,cutting,daniel,darkmode,datapower,daydream,deal,demonstrate,demonstrated,demonstrating,detailed,developing,development,device,different,digital,disruptive,diverse,diversified,dragon,duro,dvc,early,earth,edge,education,electric,emerging,emphasis,encompassing,enduring,energy,engineering,established,estate,europe,european,everywhere,evolutionary,exceptional,executive,exit,exitfund,expansion,exploration,eye,factory,feldberg,finance,financed,fintech,firm,first,flight,flow,focalpoint,focus,focused,focusing,founded,founder,fractal,freedom,frontierspace,fund,funding,fundomo,galactic,general,generating,giant,ginsburg,given,global,gold,gonio,good,goodtech,great,grow,growth,guidance,gulf,hanna,harpoon,health,healthcare,healthtech,help,hero,high,hill,howie,hyperguap,iaso,idea,ikigai,impact,includes,including,india,indian,indicating,industry,information,innovation,innovative,inovexus,intbox,interest,interested,intersection,inuka,invest,investing,investment,investor,invests,involvement,island,islander,jake,jessie,jolt,journey,journeyone,juniper,kagan,katha,keen,kindergarten,known,kube,landscape,late,leader,leap,led,leveraging,lightning,likely,low,majic,mana,management,mandate,market,matt,mav,maverick,may,maya,mba,meandros,measured,med,medical,medium,melzi,mentor,mid,middle,mkt,model,moderate,multiple,munch,mute,myasiavc,mycelorium,nagpal,name,nature,need,needed,nelstone,ness,network,new,newlin,newly,news,niche,nomad,nordic,nyu,offering,ollie,operate,operating,opportunity,oriented,pacific,palumni,paperjet,particular,particularly,partner,partnership,passionate,pell,pete,pioneering,pirque,pitch,portfolio,positive,possibly,potential,potentially,potluck,pre,prestigious,primarily,prithvi,product,prominent,promising,proptech,proven,provide,providing,range,real,record,recursive,red,reflecting,region,reinforced,related,rendered,resource,return,revere,rhone,riceberg,ride,rief,riverside,rob,round,saas,saasholic,sahith,scalability,scalable,scale,scaling,scvc,sector,seed,seid,selection,selective,selectivity,seneca,series,service,several,shane,shelter,shorvc,show,showcasing,showing,significant,slater,sober,social,socially,soderling,sola,solution,sourcing,space,spacecadet,span,spanning,specialize,specializing,stage,stardust,startup,stateless,step,storied,strategic,strategy,strong,studio,successful,suggesting,sum,suman,sunflower,superangel,support,supporting,sustainability,sustainable,syndicate,syntax,talukdar,targeting,tdv,team,tech,technological,technology,ten,tenon,textbook,tier,top,topazprop,track,traction,trajectory,tremis,typical,ujwal,umami,undefined,university,unknown,unpopular,untapped,unwritten,value,variety,various,ventioneers,venture,view,walker,wave,web,wild,within,wizard,work,wuri,xtripe,youth,zachary,Stage_Medium,Stage_Other,Stage_Pre-Seed,Stage_Seed,Stage_Seed+,Stage_Series A,Stage_Series B,Stage_Series D,Dealflow_High,Dealflow_Low,Dealflow_Medium,Dealflow_New,region_Europe,region_India,region_UK,region_USA,region_Unknown,region_0.0,region_0.2969175292459349,AI,AI / ML,Biotech,Blockchain,Cleantech,Construction Technology,Consumer Goods,Consumer Product,Consumer Products,Cryptocurrency,E-commerce,EdTech,Energy,Finance,Fintech,Healthcare,Healthtech,Medical Technology,Real Estate Tech,Real Estate Technology,Renewable Energy,SaaS,Social Impact,Spacetech,Sustainability,Sustainability Tech,Sustainable Technology,Technology,Unknown,Unspecified,Web3,seed_investment,early_investment,growth_investment
Capital Factory,Seed,Low,USA,20.00%,-1.023615878,-0.811329618,2013,4.455955982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115050541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099551762,0,0.33709989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177522578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480439317,0,0,0,0,0,0,0,0,0,0,0.30098844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150794725,0,0,0,0,0,0,0,0,0,0.170393831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245400138,0,0,0,0,0,0,0,0,0.136595805,0.368866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173177239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112869326,0.144430461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103989923,0,0.197396143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320862005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165075129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75,0.2,0.05
Inovexus Ventures,Medium,Low,Europe,35.00%,-0.415226054,0.363558568,2024,-0.62337208,0,0.155966468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27881434,0,0,0,0,0.095157968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082338973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182438945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346310836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084942168,0,0,0.184457229,0,0,0,0.132382047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397369964,0,0,0,0,0,0,0,0,0,0.126563544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24419258,0,0,0,0,0,0,0,0.367502289,0,0,0.197887537,0,0,0.227755212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208428738,0,0,0,0,0,0,0,0,0,0,0,0.27179353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093353892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172019526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136533159,0,0.190315936,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15,0.3,0.55
500 Global,Seed+,Low,USA,25.00%,-0.415226054,0.363558568,2010,5.841227271,0,0.141533968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086352438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074719661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133241507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15869474,0.077081967,0,0,0,0,0.122937104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721197939,0,0,0,0,0,0,0.113180625,0,0,0,0,0,0,0,0,0,0.127890948,0,0,0,0,0,0,0,0,0.189141594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246642866,0.102523471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246642866,0,0,0,0,0,0,0,0,0,0,0,0,0.129980065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14956517,0,0,0,0,0,0,0,0.084715304,0.108403858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078050771,0,0.148157828,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276856399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123898938,0,0.086352438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6,0.35,0.05
Nelstone Ventures,Medium,Low,USA,40.00%,-0.415226054,0.363558568,2024,-0.62337208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112004713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096916246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214737895,0,0,0,0,0,0.328175567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09998031,0,0,0.217113495,0,0.159457398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337310744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148970324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232921501,0.328175567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232921501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467720251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25981317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109881244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202473823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224009426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.3,0.6
undefined Syndicate,Pre-Seed,Low,USA,10.00%,-1.145293843,-1.222540483,2023,-0.161614984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135833599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235070153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209590764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121251017,0,0,0,0,0.193381793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161270861,0,0.180663606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297522386,0,0,0,0,0,0.348573615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133258364,0.170520792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122774959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348573615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567227248,0,0,0,0,0,0,0,0.194894771,0,0.135833599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8,0.15,0.05
Pete Soderling,Medium,Low,USA,40.00%,-0.415226054,0.363558568,2024,-0.62337208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073564058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162996314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309404276,0,0,0,0,0,0,0,0,0,0,0.164799508,0,0.121035778,0.222416265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256034959,0,0,0,0,0,0,0,0.111430191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100937859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17679854,0.249100923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17679854,0,0,0.203483198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355022001,0,0,0,0,0,0,0,0,0,0,0,0,0.355022001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08340511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355022001,0,0,0,0,0,0,0,0,0,0.153687299,0,0,0,0,0,0,0.226956856,0,0,0,0.218168826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13811485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.15,0.35,0.5
Jake Seid,Pre-Seed,Low,USA,15.00%,-1.023615878,-1.281284893,2024,-0.62337208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328740442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082056161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146324093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135007932,0,0.131927351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124293493,0,0,0,0,0,0,0,0,0,0.140448179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225179889,0.304040103,0,0,0,0,0.396005106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14274242,0,0,0.243353845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093033247,0.119047709,0.396005106,0,0,0,0,0,0,0,0,0,0,0,0,0.270859993,0,0,0,0,0,0,0,0,0,0,0,0.328740442,0,0,0,0.085714343,0,0.162705003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136064205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8,0.15,0.05
N49P,Medium,Low,Europe,40.00%,-0.415226054,0.363558568,2024,-0.62337208,0,0.176930896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316291518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186813338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392860639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096359776,0,0,0,0,0,0,0.150176345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27701603,0,0,0,0.254292101,0,0.128164071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258369213,0,0,0.358978263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392860639,0,0,0,0.105902172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308326997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097570873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154885435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.3,0.6
Ankur Nagpal,Seed,Low,USA,20.00%,-1.023615878,-1.222540483,2024,-0.62337208,0,0.162674986,0,0,0,0,0,0,0,0,0,0,0,0.344062173,0.414461867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085880584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153143876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138076139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130086487,0,0,0,0,0,0,0,0,0,0.1469941,0,0,0,0,0,0,0,0.344062173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117837467,0.318210616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206399188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414461867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217393794,0,0,0.14939527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097369283,0.124596211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179418528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142405801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75,0.2,0.05
PIRQUE ΔHEΔD,Medium,Low,USA,35.00%,-0.29354809,0.363558568,2022,0.300142113,0,0.179874691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09496078,0,0.321554011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210405156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09796302,0,0,0.212732824,0,0,0,0.152674996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260592958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281625054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262667989,0,0,0,0.364950983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45828312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107664184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099194268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356573418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157462436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15,0.35,0.5
Fractal Venture Investments,Pre-Seed,Low,India,10.00%,-1.023615878,-1.046307256,2024,-0.62337208,0,0.178282586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108773436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097095931,0,0,0,0,0,0.284566649,0,0,0,0.454226768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327579506,0,0,0,0,0,0,0,0,0,0,0,0.256234804,0,0.1291432,0,0.144672609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279132336,0,0,0,0.395861957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279132336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106711228,0.136550401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1866263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156068705,0,0.217546872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8,0.15,0.05
